boloName,theta[deg.],phi[deg.],x[mm],y[mm],waferID,pixelID,freq[GHz],antenna,pol.ang.[deg.],diameter[mm]
000_001_035_UB_119_T,0.84,133.92,-10.169,10.56,1,35,119.0,UB,45,16.0
000_001_035_UB_119_B,0.84,133.92,-10.169,10.56,1,35,119.0,UB,135,16.0
000_002_000_QA_078_T,4.54,82.8,9.921,78.531,2,0,78.0,QA,0,16.0
000_002_000_QA_078_B,4.54,82.8,9.921,78.531,2,0,78.0,QA,90,16.0
000_002_000_QA_100_T,4.54,82.8,9.921,78.531,2,0,100.0,QA,0,16.0
000_002_000_QA_100_B,4.54,82.8,9.921,78.531,2,0,100.0,QA,90,16.0
000_002_000_QA_140_T,4.54,82.8,9.921,78.531,2,0,140.0,QA,0,16.0
000_002_000_QA_140_B,4.54,82.8,9.921,78.531,2,0,140.0,QA,90,16.0
000_002_001_QB_078_T,4.7,73.8,22.86,78.685,2,1,78.0,QB,0,16.0
000_002_001_QB_078_B,4.7,73.8,22.86,78.685,2,1,78.0,QB,90,16.0
000_002_001_QB_100_T,4.7,73.8,22.86,78.685,2,1,100.0,QB,0,16.0
000_002_001_QB_100_B,4.7,73.8,22.86,78.685,2,1,100.0,QB,90,16.0
000_002_001_QB_140_T,4.7,73.8,22.86,78.685,2,1,140.0,QB,0,16.0
000_002_001_QB_140_B,4.7,73.8,22.86,78.685,2,1,140.0,QB,90,16.0
000_002_002_UA_078_T,4.96,65.52,35.827,78.688,2,2,78.0,UA,45,16.0
000_002_002_UA_078_B,4.96,65.52,35.827,78.688,2,2,78.0,UA,135,16.0
000_002_002_UA_100_T,4.96,65.52,35.827,78.688,2,2,100.0,UA,45,16.0
000_002_002_UA_100_B,4.96,65.52,35.827,78.688,2,2,100.0,UA,135,16.0
000_002_002_UA_140_T,4.96,65.52,35.827,78.688,2,2,140.0,UA,45,16.0
000_002_002_UA_140_B,4.96,65.52,35.827,78.688,2,2,140.0,UA,135,16.0
000_002_003_UB_078_T,5.32,58.32,48.693,78.903,2,3,78.0,UB,45,16.0
000_002_003_UB_078_B,5.32,58.32,48.693,78.903,2,3,78.0,UB,135,16.0
000_002_003_UB_100_T,5.32,58.32,48.693,78.903,2,3,100.0,UB,45,16.0
000_002_003_UB_100_B,5.32,58.32,48.693,78.903,2,3,100.0,UB,135,16.0
000_002_003_UB_140_T,5.32,58.32,48.693,78.903,2,3,140.0,UB,45,16.0
000_002_003_UB_140_B,5.32,58.32,48.693,78.903,2,3,140.0,UB,135,16.0
000_002_004_QA_078_T,5.74,52.2,61.3,79.027,2,4,78.0,QA,0,16.0
000_002_004_QA_078_B,5.74,52.2,61.3,79.027,2,4,78.0,QA,90,16.0
000_002_004_QA_100_T,5.74,52.2,61.3,79.027,2,4,100.0,QA,0,16.0
000_002_004_QA_100_B,5.74,52.2,61.3,79.027,2,4,100.0,QA,90,16.0
000_002_004_QA_140_T,5.74,52.2,61.3,79.027,2,4,140.0,QA,0,16.0
000_002_004_QA_140_B,5.74,52.2,61.3,79.027,2,4,140.0,QA,90,16.0
000_002_005_QB_078_T,6.24,46.8,74.406,79.234,2,5,78.0,QB,0,16.0
000_002_005_QB_078_B,6.24,46.8,74.406,79.234,2,5,78.0,QB,90,16.0
000_002_005_QB_100_T,6.24,46.8,74.406,79.234,2,5,100.0,QB,0,16.0
000_002_005_QB_100_B,6.24,46.8,74.406,79.234,2,5,100.0,QB,90,16.0
000_002_005_QB_140_T,6.24,46.8,74.406,79.234,2,5,140.0,QB,0,16.0
000_002_005_QB_140_B,6.24,46.8,74.406,79.234,2,5,140.0,QB,90,16.0
000_002_006_UA_078_T,3.76,81.36,9.851,64.833,2,6,78.0,UA,45,16.0
000_002_006_UA_078_B,3.76,81.36,9.851,64.833,2,6,78.0,UA,135,16.0
000_002_006_UA_100_T,3.76,81.36,9.851,64.833,2,6,100.0,UA,45,16.0
000_002_006_UA_100_B,3.76,81.36,9.851,64.833,2,6,100.0,UA,135,16.0
000_002_006_UA_140_T,3.76,81.36,9.851,64.833,2,6,140.0,UA,45,16.0
000_002_006_UA_140_B,3.76,81.36,9.851,64.833,2,6,140.0,UA,135,16.0
000_002_007_UB_078_T,3.96,70.56,22.985,65.123,2,7,78.0,UB,45,16.0
000_002_007_UB_078_B,3.96,70.56,22.985,65.123,2,7,78.0,UB,135,16.0
000_002_007_UB_100_T,3.96,70.56,22.985,65.123,2,7,100.0,UB,45,16.0
000_002_007_UB_100_B,3.96,70.56,22.985,65.123,2,7,100.0,UB,135,16.0
000_002_007_UB_140_T,3.96,70.56,22.985,65.123,2,7,140.0,UB,45,16.0
000_002_007_UB_140_B,3.96,70.56,22.985,65.123,2,7,140.0,UB,135,16.0
000_002_008_QA_078_T,4.26,61.2,35.786,65.094,2,8,78.0,QA,0,16.0
000_002_008_QA_078_B,4.26,61.2,35.786,65.094,2,8,78.0,QA,90,16.0
000_002_008_QA_100_T,4.26,61.2,35.786,65.094,2,8,100.0,QA,0,16.0
000_002_008_QA_100_B,4.26,61.2,35.786,65.094,2,8,100.0,QA,90,16.0
000_002_008_QA_140_T,4.26,61.2,35.786,65.094,2,8,140.0,QA,0,16.0
000_002_008_QA_140_B,4.26,61.2,35.786,65.094,2,8,140.0,QA,90,16.0
000_002_009_QB_078_T,4.66,53.28,48.575,65.121,2,9,78.0,QB,0,16.0
000_002_009_QB_078_B,4.66,53.28,48.575,65.121,2,9,78.0,QB,90,16.0
000_002_009_QB_100_T,4.66,53.28,48.575,65.121,2,9,100.0,QB,0,16.0
000_002_009_QB_100_B,4.66,53.28,48.575,65.121,2,9,100.0,QB,90,16.0
000_002_009_QB_140_T,4.66,53.28,48.575,65.121,2,9,140.0,QB,0,16.0
000_002_009_QB_140_B,4.66,53.28,48.575,65.121,2,9,140.0,QB,90,16.0
000_002_010_UA_078_T,5.14,46.8,61.328,65.308,2,10,78.0,UA,45,16.0
000_002_010_UA_078_B,5.14,46.8,61.328,65.308,2,10,78.0,UA,135,16.0
000_002_010_UA_100_T,5.14,46.8,61.328,65.308,2,10,100.0,UA,45,16.0
000_002_010_UA_100_B,5.14,46.8,61.328,65.308,2,10,100.0,UA,135,16.0
000_002_010_UA_140_T,5.14,46.8,61.328,65.308,2,10,140.0,UA,45,16.0
000_002_010_UA_140_B,5.14,46.8,61.328,65.308,2,10,140.0,UA,135,16.0
000_002_011_UB_078_T,5.68,41.4,74.24,65.452,2,11,78.0,UB,45,16.0
000_002_011_UB_078_B,5.68,41.4,74.24,65.452,2,11,78.0,UB,135,16.0
000_002_011_UB_100_T,5.68,41.4,74.24,65.452,2,11,100.0,UB,45,16.0
000_002_011_UB_100_B,5.68,41.4,74.24,65.452,2,11,100.0,UB,135,16.0
000_002_011_UB_140_T,5.68,41.4,74.24,65.452,2,11,140.0,UB,45,16.0
000_002_011_UB_140_B,5.68,41.4,74.24,65.452,2,11,140.0,UB,135,16.0
000_002_012_QA_078_T,3.0,78.84,10.13,51.346,2,12,78.0,QA,0,16.0
000_002_012_QA_078_B,3.0,78.84,10.13,51.346,2,12,78.0,QA,90,16.0
000_002_012_QA_100_T,3.0,78.84,10.13,51.346,2,12,100.0,QA,0,16.0
000_002_012_QA_100_B,3.0,78.84,10.13,51.346,2,12,100.0,QA,90,16.0
000_002_012_QA_140_T,3.0,78.84,10.13,51.346,2,12,140.0,QA,0,16.0
000_002_012_QA_140_B,3.0,78.84,10.13,51.346,2,12,140.0,QA,90,16.0
000_002_013_QB_078_T,3.22,65.88,22.954,51.266,2,13,78.0,QB,0,16.0
000_002_013_QB_078_B,3.22,65.88,22.954,51.266,2,13,78.0,QB,90,16.0
000_002_013_QB_100_T,3.22,65.88,22.954,51.266,2,13,100.0,QB,0,16.0
000_002_013_QB_100_B,3.22,65.88,22.954,51.266,2,13,100.0,QB,90,16.0
000_002_013_QB_140_T,3.22,65.88,22.954,51.266,2,13,140.0,QB,0,16.0
000_002_013_QB_140_B,3.22,65.88,22.954,51.266,2,13,140.0,QB,90,16.0
000_002_014_UA_078_T,3.58,55.08,35.744,51.2,2,14,78.0,UA,45,16.0
000_002_014_UA_078_B,3.58,55.08,35.744,51.2,2,14,78.0,UA,135,16.0
000_002_014_UA_100_T,3.58,55.08,35.744,51.2,2,14,100.0,UA,45,16.0
000_002_014_UA_100_B,3.58,55.08,35.744,51.2,2,14,100.0,UA,135,16.0
000_002_014_UA_140_T,3.58,55.08,35.744,51.2,2,14,140.0,UA,45,16.0
000_002_014_UA_140_B,3.58,55.08,35.744,51.2,2,14,140.0,UA,135,16.0
000_002_015_UB_078_T,4.06,46.8,48.467,51.612,2,15,78.0,UB,45,16.0
000_002_015_UB_078_B,4.06,46.8,48.467,51.612,2,15,78.0,UB,135,16.0
000_002_015_UB_100_T,4.06,46.8,48.467,51.612,2,15,100.0,UB,45,16.0
000_002_015_UB_100_B,4.06,46.8,48.467,51.612,2,15,100.0,UB,135,16.0
000_002_015_UB_140_T,4.06,46.8,48.467,51.612,2,15,140.0,UB,45,16.0
000_002_015_UB_140_B,4.06,46.8,48.467,51.612,2,15,140.0,UB,135,16.0
000_002_016_QA_078_T,4.6,39.96,61.472,51.508,2,16,78.0,QA,0,16.0
000_002_016_QA_078_B,4.6,39.96,61.472,51.508,2,16,78.0,QA,90,16.0
000_002_016_QA_100_T,4.6,39.96,61.472,51.508,2,16,100.0,QA,0,16.0
000_002_016_QA_100_B,4.6,39.96,61.472,51.508,2,16,100.0,QA,90,16.0
000_002_016_QA_140_T,4.6,39.96,61.472,51.508,2,16,140.0,QA,0,16.0
000_002_016_QA_140_B,4.6,39.96,61.472,51.508,2,16,140.0,QA,90,16.0
000_002_017_QB_078_T,5.2,34.92,74.314,51.881,2,17,78.0,QB,0,16.0
000_002_017_QB_078_B,5.2,34.92,74.314,51.881,2,17,78.0,QB,90,16.0
000_002_017_QB_100_T,5.2,34.92,74.314,51.881,2,17,100.0,QB,0,16.0
000_002_017_QB_100_B,5.2,34.92,74.314,51.881,2,17,100.0,QB,90,16.0
000_002_017_QB_140_T,5.2,34.92,74.314,51.881,2,17,140.0,QB,0,16.0
000_002_017_QB_140_B,5.2,34.92,74.314,51.881,2,17,140.0,QB,90,16.0
000_002_018_UA_068_T,2.24,74.88,10.195,37.732,2,18,68.0,UA,45,16.0
000_002_018_UA_068_B,2.24,74.88,10.195,37.732,2,18,68.0,UA,135,16.0
000_002_018_UA_089_T,2.24,74.88,10.195,37.732,2,18,89.0,UA,45,16.0
000_002_018_UA_089_B,2.24,74.88,10.195,37.732,2,18,89.0,UA,135,16.0
000_002_018_UA_119_T,2.24,74.88,10.195,37.732,2,18,119.0,UA,45,16.0
000_002_018_UA_119_B,2.24,74.88,10.195,37.732,2,18,119.0,UA,135,16.0
000_002_019_UB_068_T,2.52,58.68,22.855,37.561,2,19,68.0,UB,45,16.0
000_002_019_UB_068_B,2.52,58.68,22.855,37.561,2,19,68.0,UB,135,16.0
000_002_019_UB_089_T,2.52,58.68,22.855,37.561,2,19,89.0,UB,45,16.0
000_002_019_UB_089_B,2.52,58.68,22.855,37.561,2,19,89.0,UB,135,16.0
000_002_019_UB_119_T,2.52,58.68,22.855,37.561,2,19,119.0,UB,45,16.0
000_002_019_UB_119_B,2.52,58.68,22.855,37.561,2,19,119.0,UB,135,16.0
000_002_020_QA_068_T,2.98,46.44,35.825,37.673,2,20,68.0,QA,0,16.0
000_002_020_QA_068_B,2.98,46.44,35.825,37.673,2,20,68.0,QA,90,16.0
000_002_020_QA_089_T,2.98,46.44,35.825,37.673,2,20,89.0,QA,0,16.0
000_002_020_QA_089_B,2.98,46.44,35.825,37.673,2,20,89.0,QA,90,16.0
000_002_020_QA_119_T,2.98,46.44,35.825,37.673,2,20,119.0,QA,0,16.0
000_002_020_QA_119_B,2.98,46.44,35.825,37.673,2,20,119.0,QA,90,16.0
000_002_021_QB_068_T,3.54,37.8,48.788,37.844,2,21,68.0,QB,0,16.0
000_002_021_QB_068_B,3.54,37.8,48.788,37.844,2,21,68.0,QB,90,16.0
000_002_021_QB_089_T,3.54,37.8,48.788,37.844,2,21,89.0,QB,0,16.0
000_002_021_QB_089_B,3.54,37.8,48.788,37.844,2,21,89.0,QB,90,16.0
000_002_021_QB_119_T,3.54,37.8,48.788,37.844,2,21,119.0,QB,0,16.0
000_002_021_QB_119_B,3.54,37.8,48.788,37.844,2,21,119.0,QB,90,16.0
000_002_022_UA_068_T,4.14,31.68,61.437,37.914,2,22,68.0,UA,45,16.0
000_002_022_UA_068_B,4.14,31.68,61.437,37.914,2,22,68.0,UA,135,16.0
000_002_022_UA_089_T,4.14,31.68,61.437,37.914,2,22,89.0,UA,45,16.0
000_002_022_UA_089_B,4.14,31.68,61.437,37.914,2,22,89.0,UA,135,16.0
000_002_022_UA_119_T,4.14,31.68,61.437,37.914,2,22,119.0,UA,45,16.0
000_002_022_UA_119_B,4.14,31.68,61.437,37.914,2,22,119.0,UA,135,16.0
000_002_023_UB_068_T,4.8,27.36,74.317,38.457,2,23,68.0,UB,45,16.0
000_002_023_UB_068_B,4.8,27.36,74.317,38.457,2,23,68.0,UB,135,16.0
000_002_023_UB_089_T,4.8,27.36,74.317,38.457,2,23,89.0,UB,45,16.0
000_002_023_UB_089_B,4.8,27.36,74.317,38.457,2,23,89.0,UB,135,16.0
000_002_023_UB_119_T,4.8,27.36,74.317,38.457,2,23,119.0,UB,45,16.0
000_002_023_UB_119_B,4.8,27.36,74.317,38.457,2,23,119.0,UB,135,16.0
000_002_024_QA_068_T,1.5,67.32,10.093,24.153,2,24,68.0,QA,0,16.0
000_002_024_QA_068_B,1.5,67.32,10.093,24.153,2,24,68.0,QA,90,16.0
000_002_024_QA_089_T,1.5,67.32,10.093,24.153,2,24,89.0,QA,0,16.0
000_002_024_QA_089_B,1.5,67.32,10.093,24.153,2,24,89.0,QA,90,16.0
000_002_024_QA_119_T,1.5,67.32,10.093,24.153,2,24,119.0,QA,0,16.0
000_002_024_QA_119_B,1.5,67.32,10.093,24.153,2,24,119.0,QA,90,16.0
000_002_025_QB_068_T,1.9,46.44,22.848,24.026,2,25,68.0,QB,0,16.0
000_002_025_QB_068_B,1.9,46.44,22.848,24.026,2,25,68.0,QB,90,16.0
000_002_025_QB_089_T,1.9,46.44,22.848,24.026,2,25,89.0,QB,0,16.0
000_002_025_QB_089_B,1.9,46.44,22.848,24.026,2,25,89.0,QB,90,16.0
000_002_025_QB_119_T,1.9,46.44,22.848,24.026,2,25,119.0,QB,0,16.0
000_002_025_QB_119_B,1.9,46.44,22.848,24.026,2,25,119.0,QB,90,16.0
000_002_026_UA_068_T,2.48,34.2,35.788,24.322,2,26,68.0,UA,45,16.0
000_002_026_UA_068_B,2.48,34.2,35.788,24.322,2,26,68.0,UA,135,16.0
000_002_026_UA_089_T,2.48,34.2,35.788,24.322,2,26,89.0,UA,45,16.0
000_002_026_UA_089_B,2.48,34.2,35.788,24.322,2,26,89.0,UA,135,16.0
000_002_026_UA_119_T,2.48,34.2,35.788,24.322,2,26,119.0,UA,45,16.0
000_002_026_UA_119_B,2.48,34.2,35.788,24.322,2,26,119.0,UA,135,16.0
000_002_027_UB_068_T,3.12,26.64,48.649,24.404,2,27,68.0,UB,45,16.0
000_002_027_UB_068_B,3.12,26.64,48.649,24.404,2,27,68.0,UB,135,16.0
000_002_027_UB_089_T,3.12,26.64,48.649,24.404,2,27,89.0,UB,45,16.0
000_002_027_UB_089_B,3.12,26.64,48.649,24.404,2,27,89.0,UB,135,16.0
000_002_027_UB_119_T,3.12,26.64,48.649,24.404,2,27,119.0,UB,45,16.0
000_002_027_UB_119_B,3.12,26.64,48.649,24.404,2,27,119.0,UB,135,16.0
000_002_028_QA_068_T,3.8,21.6,61.62,24.397,2,28,68.0,QA,0,16.0
000_002_028_QA_068_B,3.8,21.6,61.62,24.397,2,28,68.0,QA,90,16.0
000_002_028_QA_089_T,3.8,21.6,61.62,24.397,2,28,89.0,QA,0,16.0
000_002_028_QA_089_B,3.8,21.6,61.62,24.397,2,28,89.0,QA,90,16.0
000_002_028_QA_119_T,3.8,21.6,61.62,24.397,2,28,119.0,QA,0,16.0
000_002_028_QA_119_B,3.8,21.6,61.62,24.397,2,28,119.0,QA,90,16.0
000_002_029_QB_068_T,4.5,18.36,74.465,24.714,2,29,68.0,QB,0,16.0
000_002_029_QB_068_B,4.5,18.36,74.465,24.714,2,29,68.0,QB,90,16.0
000_002_029_QB_089_T,4.5,18.36,74.465,24.714,2,29,89.0,QB,0,16.0
000_002_029_QB_089_B,4.5,18.36,74.465,24.714,2,29,89.0,QB,90,16.0
000_002_029_QB_119_T,4.5,18.36,74.465,24.714,2,29,119.0,QB,0,16.0
000_002_029_QB_119_B,4.5,18.36,74.465,24.714,2,29,119.0,QB,90,16.0
000_002_030_UA_068_T,0.84,46.08,10.169,10.56,2,30,68.0,UA,45,16.0
000_002_030_UA_068_B,0.84,46.08,10.169,10.56,2,30,68.0,UA,135,16.0
000_002_030_UA_089_T,0.84,46.08,10.169,10.56,2,30,89.0,UA,45,16.0
000_002_030_UA_089_B,0.84,46.08,10.169,10.56,2,30,89.0,UA,135,16.0
000_002_030_UA_119_T,0.84,46.08,10.169,10.56,2,30,119.0,UA,45,16.0
000_002_030_UA_119_B,0.84,46.08,10.169,10.56,2,30,119.0,UA,135,16.0
000_002_031_UB_068_T,1.44,24.48,22.871,10.413,2,31,68.0,UB,45,16.0
000_002_031_UB_068_B,1.44,24.48,22.871,10.413,2,31,68.0,UB,135,16.0
000_002_031_UB_089_T,1.44,24.48,22.871,10.413,2,31,89.0,UB,45,16.0
000_002_031_UB_089_B,1.44,24.48,22.871,10.413,2,31,89.0,UB,135,16.0
000_002_031_UB_119_T,1.44,24.48,22.871,10.413,2,31,119.0,UB,45,16.0
000_002_031_UB_119_B,1.44,24.48,22.871,10.413,2,31,119.0,UB,135,16.0
000_002_032_QA_068_T,2.14,16.56,35.793,10.643,2,32,68.0,QA,0,16.0
000_002_032_QA_068_B,2.14,16.56,35.793,10.643,2,32,68.0,QA,90,16.0
000_002_032_QA_089_T,2.14,16.56,35.793,10.643,2,32,89.0,QA,0,16.0
000_002_032_QA_089_B,2.14,16.56,35.793,10.643,2,32,89.0,QA,90,16.0
000_002_032_QA_119_T,2.14,16.56,35.793,10.643,2,32,119.0,QA,0,16.0
000_002_032_QA_119_B,2.14,16.56,35.793,10.643,2,32,119.0,QA,90,16.0
000_002_033_QB_068_T,2.86,12.6,48.694,10.884,2,33,68.0,QB,0,16.0
000_002_033_QB_068_B,2.86,12.6,48.694,10.884,2,33,68.0,QB,90,16.0
000_002_033_QB_089_T,2.86,12.6,48.694,10.884,2,33,89.0,QB,0,16.0
000_002_033_QB_089_B,2.86,12.6,48.694,10.884,2,33,89.0,QB,90,16.0
000_002_033_QB_119_T,2.86,12.6,48.694,10.884,2,33,119.0,QB,0,16.0
000_002_033_QB_119_B,2.86,12.6,48.694,10.884,2,33,119.0,QB,90,16.0
000_002_034_UA_068_T,3.58,10.08,61.478,10.929,2,34,68.0,UA,45,16.0
000_002_034_UA_068_B,3.58,10.08,61.478,10.929,2,34,68.0,UA,135,16.0
000_002_034_UA_089_T,3.58,10.08,61.478,10.929,2,34,89.0,UA,45,16.0
000_002_034_UA_089_B,3.58,10.08,61.478,10.929,2,34,89.0,UA,135,16.0
000_002_034_UA_119_T,3.58,10.08,61.478,10.929,2,34,119.0,UA,45,16.0
000_002_034_UA_119_B,3.58,10.08,61.478,10.929,2,34,119.0,UA,135,16.0
000_002_035_UB_068_T,4.32,8.64,74.472,11.316,2,35,68.0,UB,45,16.0
000_002_035_UB_068_B,4.32,8.64,74.472,11.316,2,35,68.0,UB,135,16.0
000_002_035_UB_089_T,4.32,8.64,74.472,11.316,2,35,89.0,UB,45,16.0
000_002_035_UB_089_B,4.32,8.64,74.472,11.316,2,35,89.0,UB,135,16.0
000_002_035_UB_119_T,4.32,8.64,74.472,11.316,2,35,119.0,UB,45,16.0
000_002_035_UB_119_B,4.32,8.64,74.472,11.316,2,35,119.0,UB,135,16.0
000_003_000_UB_050_T,7.14,36.0,100.556,73.058,3,0,50.0,UB,45,32.0
000_003_000_UB_050_B,7.14,36.0,100.556,73.058,3,0,50.0,UB,135,32.0
000_003_000_UB_068_T,7.14,36.0,100.556,73.058,3,0,68.0,UB,45,32.0
000_003_000_UB_068_B,7.14,36.0,100.556,73.058,3,0,68.0,UB,135,32.0
000_003_000_UB_089_T,7.14,36.0,100.556,73.058,3,0,89.0,UB,45,32.0
000_003_000_UB_089_B,7.14,36.0,100.556,73.058,3,0,89.0,UB,135,32.0
000_003_001_UA_050_T,8.42,30.4,126.296,74.098,3,1,50.0,UA,45,32.0
000_003_001_UA_050_B,8.42,30.4,126.296,74.098,3,1,50.0,UA,135,32.0
000_003_001_UA_068_T,8.42,30.4,126.296,74.098,3,1,68.0,UA,45,32.0
000_003_001_UA_068_B,8.42,30.4,126.296,74.098,3,1,68.0,UA,135,32.0
000_003_001_UA_089_T,8.42,30.4,126.296,74.098,3,1,89.0,UA,45,32.0
000_003_001_UA_089_B,8.42,30.4,126.296,74.098,3,1,89.0,UA,135,32.0
000_003_002_QB_050_T,9.74,26.2,151.796,74.693,3,2,50.0,QB,0,32.0
000_003_002_QB_050_B,9.74,26.2,151.796,74.693,3,2,50.0,QB,90,32.0
000_003_002_QB_068_T,9.74,26.2,151.796,74.693,3,2,68.0,QB,0,32.0
000_003_002_QB_068_B,9.74,26.2,151.796,74.693,3,2,68.0,QB,90,32.0
000_003_002_QB_089_T,9.74,26.2,151.796,74.693,3,2,89.0,QB,0,32.0
000_003_002_QB_089_B,9.74,26.2,151.796,74.693,3,2,89.0,QB,90,32.0
000_003_003_UB_040_T,6.36,24.4,100.881,45.762,3,3,40.0,UB,45,32.0
000_003_003_UB_040_B,6.36,24.4,100.881,45.762,3,3,40.0,UB,135,32.0
000_003_003_UB_060_T,6.36,24.4,100.881,45.762,3,3,60.0,UB,45,32.0
000_003_003_UB_060_B,6.36,24.4,100.881,45.762,3,3,60.0,UB,135,32.0
000_003_003_UB_078_T,6.36,24.4,100.881,45.762,3,3,78.0,UB,45,32.0
000_003_003_UB_078_B,6.36,24.4,100.881,45.762,3,3,78.0,UB,135,32.0
000_003_004_UA_040_T,7.74,20.2,126.394,46.504,3,4,40.0,UA,45,32.0
000_003_004_UA_040_B,7.74,20.2,126.394,46.504,3,4,40.0,UA,135,32.0
000_003_004_UA_060_T,7.74,20.2,126.394,46.504,3,4,60.0,UA,45,32.0
000_003_004_UA_060_B,7.74,20.2,126.394,46.504,3,4,60.0,UA,135,32.0
000_003_004_UA_078_T,7.74,20.2,126.394,46.504,3,4,78.0,UA,45,32.0
000_003_004_UA_078_B,7.74,20.2,126.394,46.504,3,4,78.0,UA,135,32.0
000_003_005_QB_040_T,9.16,17.4,151.907,47.605,3,5,40.0,QB,0,32.0
000_003_005_QB_040_B,9.16,17.4,151.907,47.605,3,5,40.0,QB,90,32.0
000_003_005_QB_060_T,9.16,17.4,151.907,47.605,3,5,60.0,QB,0,32.0
000_003_005_QB_060_B,9.16,17.4,151.907,47.605,3,5,60.0,QB,90,32.0
000_003_005_QB_078_T,9.16,17.4,151.907,47.605,3,5,78.0,QB,0,32.0
000_003_005_QB_078_B,9.16,17.4,151.907,47.605,3,5,78.0,QB,90,32.0
000_003_006_QB_040_T,5.88,10.4,100.762,18.493,3,6,40.0,QB,0,32.0
000_003_006_QB_040_B,5.88,10.4,100.762,18.493,3,6,40.0,QB,90,32.0
000_003_006_QB_060_T,5.88,10.4,100.762,18.493,3,6,60.0,QB,0,32.0
000_003_006_QB_060_B,5.88,10.4,100.762,18.493,3,6,60.0,QB,90,32.0
000_003_006_QB_078_T,5.88,10.4,100.762,18.493,3,6,78.0,QB,0,32.0
000_003_006_QB_078_B,5.88,10.4,100.762,18.493,3,6,78.0,QB,90,32.0
000_003_007_QA_040_T,7.36,8.6,126.663,19.156,3,7,40.0,QA,0,32.0
000_003_007_QA_040_B,7.36,8.6,126.663,19.156,3,7,40.0,QA,90,32.0
000_003_007_QA_060_T,7.36,8.6,126.663,19.156,3,7,60.0,QA,0,32.0
000_003_007_QA_060_B,7.36,8.6,126.663,19.156,3,7,60.0,QA,90,32.0
000_003_007_QA_078_T,7.36,8.6,126.663,19.156,3,7,78.0,QA,0,32.0
000_003_007_QA_078_B,7.36,8.6,126.663,19.156,3,7,78.0,QA,90,32.0
000_003_008_QB_040_T,8.82,7.6,151.984,20.279,3,8,40.0,QB,0,32.0
000_003_008_QB_040_B,8.82,7.6,151.984,20.279,3,8,40.0,QB,90,32.0
000_003_008_QB_060_T,8.82,7.6,151.984,20.279,3,8,60.0,QB,0,32.0
000_003_008_QB_060_B,8.82,7.6,151.984,20.279,3,8,60.0,QB,90,32.0
000_003_008_QB_078_T,8.82,7.6,151.984,20.279,3,8,78.0,QB,0,32.0
000_003_008_QB_078_B,8.82,7.6,151.984,20.279,3,8,78.0,QB,90,32.0
000_004_000_UA_040_T,8.8,185.6,-152.256,-14.929,4,0,40.0,UA,45,32.0
000_004_000_UA_040_B,8.8,185.6,-152.256,-14.929,4,0,40.0,UA,135,32.0
000_004_000_UA_060_T,8.8,185.6,-152.256,-14.929,4,0,60.0,UA,45,32.0
000_004_000_UA_060_B,8.8,185.6,-152.256,-14.929,4,0,60.0,UA,135,32.0
000_004_000_UA_078_T,8.8,185.6,-152.256,-14.929,4,0,78.0,UA,45,32.0
